Price,Close,High,Low,Open,Volume
Ticker,ODFL,ODFL,ODFL,ODFL,ODFL
Date,,,,,
2020-01-02,62.194053649902344,62.197293109239794,61.112304032657015,61.62078795438038,1959000
2020-01-03,61.45237731933594,61.79245014990284,61.138216458758386,61.64994358115006,1860000
2020-01-06,60.96656799316406,61.23862702491183,60.263757167386274,61.11555349527075,1934700
2020-01-07,61.14146041870117,61.332547775464285,60.79167289018893,61.03134102447302,1421400
2020-01-08,61.429710388183594,61.81512456814231,61.041060454848356,61.27748913340666,1310700
2020-01-09,62.83856964111328,62.88715412164905,61.53982434089571,61.792450296369985,1816200
2020-01-10,63.794002532958984,64.12435324016383,62.777027324927275,63.07499085324831,2302200
2020-01-13,64.9729232788086,65.01826088820496,63.65798434729023,63.806962427087306,2274300
2020-01-14,66.07086181640625,66.52105033404523,64.87899271969903,64.87899271969903,2179500
2020-01-15,66.74128723144531,66.8675965009357,65.93807176826714,65.98017732908087,1368000
2020-01-16,67.68699645996094,67.7647286563592,67.00037935532698,67.17527309074792,1440900
2020-01-17,67.5088882446289,68.07242828277862,66.71538360375784,67.02307301015186,1460400
2020-01-21,66.53077697753906,67.75502599653949,66.45304476310831,67.36637975028968,1472400
2020-01-22,65.68219757080078,66.95827017194418,65.61418375587296,66.89025635701636,1206300
2020-01-23,66.51457214355469,66.62469153270001,65.08951382986176,65.58828683418719,1251600
2020-01-24,66.22309875488281,67.05870157510361,65.66279074787097,66.65385059283273,853800
2020-01-27,64.99883270263672,65.75022427320754,64.44824315712088,64.85956558639677,1338000
2020-01-28,65.2223129272461,65.56562899066466,64.79804001092242,65.28385525787682,967500
2020-01-29,65.72106170654297,66.60524868718069,65.24172555725899,65.24172555725899,879600
2020-01-30,65.94454193115234,66.28785046521662,64.79477858147106,64.98262273100443,1122300
2020-01-31,63.55434036254883,65.87005722666792,63.366488777168975,65.5299881102439,1711200
2020-02-03,64.40290832519531,64.94701903736824,63.560826575059124,64.00777571905152,1304400
2020-02-04,66.177734375,66.31052255248086,65.29354732329413,65.29354732329413,1263600
2020-02-05,67.02629852294922,67.11374911136471,66.39150525027107,66.56639901415059,1478700
