Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2020-01-02,5.9707536697387695,5.9707536697387695,5.891363041927383,5.941884393688347,237536000
2020-01-03,5.875186443328857,5.918988548422026,5.826157991152776,5.851045561653233,205384000
2020-01-06,5.899825096130371,5.905051443474641,5.7557269623863725,5.781858699107725,262636000
2020-01-07,5.971251964569092,6.0170449229818495,5.883150279100278,5.928196548695039,314856000
2020-01-08,5.982451438903809,6.023764739731018,5.926952474390596,5.967021135605146,277108000
2020-01-09,6.048156261444092,6.120578929688103,5.994399395732008,6.068812918353184,255112000
2020-01-10,6.080506801605225,6.185780888941309,6.066321140409811,6.155418238458034,316296000
2020-01-13,6.271145343780518,6.296281649371499,6.140983683403127,6.163631659458334,319840000
2020-01-14,6.154176235198975,6.253726060605366,6.140985521380732,6.228340534710304,359088000
2020-01-15,6.111617565155029,6.189266562204564,6.085734566138518,6.166867794798315,263104000
2020-01-16,6.1952385902404785,6.20121162555612,6.141730485110568,6.1651246756422955,284192000
2020-01-17,6.203950881958008,6.22186999285586,6.156415799010118,6.214403577975669,253792000
2020-01-21,6.170601844787598,6.204199999194537,6.136505739519911,6.16736635092024,217916000
2020-01-22,6.224606513977051,6.311214823727861,6.196981400554024,6.215895935392397,239240000
2020-01-23,6.293046951293945,6.301508791795194,6.175827247965222,6.264675623846474,244516000
2020-01-24,6.233814239501953,6.458299349372817,6.17955944653442,6.4085242141438945,373512000
2020-01-27,5.977973937988281,6.0289932626281475,5.77962046470173,5.929194205953956,470536000
2020-01-28,6.17134952545166,6.20370304525135,5.99066596168807,6.0439253512516595,310976000
2020-01-29,6.110870838165283,6.192999486865854,6.071050441358389,6.156912534107337,258848000
2020-01-30,6.117591857910156,6.131031310990562,5.958063385254538,6.013064413442847,290504000
2020-01-31,5.884145736694336,6.083743301311046,5.842334960195534,6.071797229542552,370420000
2020-02-03,5.981206893920898,6.0006189034883555,5.859755803690975,5.86597757728614,255564000
2020-02-04,6.150441646575928,6.169605393823703,6.073041867526822,6.123065746362249,271544000
2020-02-05,6.24078369140625,6.281599042941354,6.15741039787647,6.2713950863848416,208220000
2020-02-06,6.327640533447266,6.327640533447266,6.193995099773727,6.27512832406216,218284000
2020-02-07,6.261440277099609,6.309722042005786,6.236054755001405,6.287572013355755,189752000
2020-02-10,6.544659614562988,6.545405828690706,6.279109918334532,6.284087527331507,529608000
