Price,Close,High,Low,Open,Volume
Ticker,CCEP,CCEP,CCEP,CCEP,CCEP
Date,,,,,
2020-01-02,42.76664733886719,43.02695991154852,42.48954009666554,42.81703134742813,759900
2020-01-03,43.01015853881836,43.11931906880401,42.39716761151322,42.39716761151322,704800
2020-01-06,43.15291976928711,43.21169951730229,42.85062209191985,43.018565601930106,678700
2020-01-07,41.557456970214844,42.976572808308234,41.481882564443275,42.90099840253667,1367200
2020-01-08,42.90939712524414,43.32925425250976,41.99410845967486,41.99410845967486,1111000
2020-01-09,42.699466705322266,43.02695794108707,42.539922157069306,42.86741018957858,1112000
2020-01-10,42.87580871582031,43.0437489952161,42.79183537286692,42.859014047229635,684800
2020-01-13,42.96817398071289,43.10253132753881,42.49793607984398,42.724659297729545,827200
2020-01-14,43.10253143310547,43.362840785079605,42.84221887787587,43.13611756663875,928500
2020-01-15,44.294925689697266,44.6056190582869,43.959038715961306,44.143776871841645,1018900
2020-01-16,44.614017486572266,44.67279722581862,44.26973478387695,44.57203241614709,1086900
2020-01-17,44.95830535888672,45.134644596902504,44.79036185461916,45.05067444639668,819400
2020-01-21,44.4208869934082,44.94150895361389,44.26973816572659,44.70638997866728,1115300
2020-01-22,44.907920837402344,45.04227499864172,44.639212514923585,44.823950687848686,808900
2020-01-23,44.59722900390625,44.84074693070881,44.2781366585531,44.689598093607636,886200
2020-01-24,44.605621337890625,44.983493401841116,44.3285172931641,44.840743512824126,892100
2020-01-27,44.378902435302734,44.64761077297439,44.08500369199188,44.17737278367702,610300
2020-01-28,44.4964599609375,44.79035867006789,44.37050154087837,44.37889727402966,580800
2020-01-29,44.34531021118164,44.81554813596048,44.28653047058429,44.58882490654685,531500
2020-01-30,44.605621337890625,44.62241600776129,43.97583563239172,44.404091705954194,469200
2020-01-31,44.177364349365234,44.94150413934047,44.126980344450054,44.75676599124027,864400
2020-02-03,44.865936279296875,45.15143927562536,44.48806419544213,44.48806419544213,1114800
2020-02-04,44.94150161743164,45.554492561518586,44.73996881233546,44.781957082369644,957400
2020-02-05,44.84914016723633,45.4537354819742,44.84074443375644,45.394955737847546,788300
2020-02-06,45.11784744262695,45.26899626782214,44.664400967041374,44.78196365583654,896200
2020-02-07,45.09265899658203,45.37816198953566,45.050673921818,45.168233412459635,603600
2020-02-10,45.07585906982422,45.44533216922243,44.99188893008774,45.05066866855437,890700
2020-02-11,45.11784744262695,45.26060053453607,44.81554979223657,44.98349328725964,1260800
2020-02-12,43.99263381958008,45.05067568323446,43.84988391914988,44.8743332371214,1144300
2020-02-13,45.890384674072266,47.15835177192401,44.7147834522416,44.72317918524147,1326600
2020-02-14,46.310237884521484,46.478178156380366,45.99114560212996,46.184279477371966,815100
2020-02-18,46.19267654418945,46.780477122443436,46.05832240086758,46.36901895994446,1247300
2020-02-19,46.159095764160156,46.662923059235325,46.14230109389021,46.44459875223764,765300
2020-02-20,46.948421478271484,47.032391618193394,45.94076378293103,46.259856080494195,1691500
2020-02-21,47.586605072021484,47.956081392587144,46.898039642383594,46.931628981208775,1306500
2020-02-24,46.839256286621094,47.18353897487277,46.570548003266396,46.60413733949958,1052600
2020-02-25,45.43693923950195,46.847659456237885,45.38655523059863,46.76368610806569,1043400
2020-02-26,45.40335464477539,46.09192015546237,45.3697653019965,45.520914141245456,1327600
2020-02-27,44.35370635986328,45.907176438648655,44.33691169049868,45.084256859317236,1954700
2020-02-28,42.79183578491211,43.63994893900268,42.178844790099554,43.455210785981855,2606100
2020-03-02,44.865936279296875,45.04227551734379,42.90100464650811,42.93459398801873,1731600
2020-03-03,44.11019515991211,45.890391943928385,44.07660901933636,45.02548395816609,1259000
2020-03-04,46.3690185546875,46.39420895532286,44.739970977485,44.80714965018653,1254700
2020-03-05,44.94990539550781,45.66366447153319,44.77356616151852,45.51251564146927,1432800
2020-03-06,44.328514099121094,45.11784430663332,43.648344433019105,44.0178175337844,1023800
2020-03-09,40.717742919921875,43.29566525465345,40.717742919921875,43.29566525465345,1885800
2020-03-10,41.49027633666992,41.91013341484033,39.735273621787385,41.25515739793618,1650700
2020-03-11,38.55967712402344,40.516212879388775,38.274177351915895,40.079561081582916,1813000
2020-03-12,33.14352798461914,36.477191933324654,31.237375935717626,36.166498506065025,2620900
2020-03-13,36.8802490234375,37.09017758992771,33.78170453521405,34.95730578886151,3256300
2020-03-16,30.053375244140625,31.799979303754874,29.171675879228022,31.623640071423516,2061400
2020-03-17,27.67698097229004,30.842704086166133,27.324302524074543,30.296891744415145,2396300
2020-03-18,26.92963409423828,27.55102401066691,25.619680392810103,26.677720475296304,3043200
2020-03-19,25.989154815673828,27.41666957902406,23.948649078143433,27.181547427659925,5000800
2020-03-20,26.425806045532227,29.80145921111582,25.871594785972647,26.80367808688093,2827500
2020-03-23,24.94791030883789,26.91284183789808,23.80589998543854,26.207481719690428,2301900
2020-03-24,25.854801177978516,27.21513729512672,25.409752072101377,26.83726526168125,1732200
2020-03-25,25.720447540283203,27.500642508120553,25.468533898417217,26.283056168636588,10565900
2020-03-26,28.088443756103516,28.508300902821787,26.257866340151388,26.828872315948704,4906000
2020-03-27,28.180814743041992,29.583136170171663,27.29911211281609,27.467055623490356,4324000
2020-03-30,30.901485443115234,30.977059857863374,28.189208652218827,28.51669671504216,4392000
2020-03-31,31.514476776123047,32.21144118538761,30.960265464104896,30.960265464104896,4293100
2020-04-01,31.077817916870117,31.539663241686227,30.0281752754792,30.04496994213207,6206000
2020-04-02,31.42210578918457,31.724403432588137,30.582391536732747,31.07782307380955,2622300
2020-04-03,31.10301971435547,31.27935895579462,30.506823305724442,30.573998786782035,1689100
2020-04-06,35.158836364746094,35.21761610868425,32.20304168465358,32.22823529152407,3235600
2020-04-07,36.70390701293945,38.57646929963636,34.48706203143739,34.82294899365214,5290200
2020-04-08,36.75429153442383,36.93063075059811,35.73823810417522,36.158095211212384,1763900
2020-04-09,36.6451301574707,37.50163909555964,36.23367195981142,36.83826405479629,1237500
2020-04-13,35.41073989868164,36.43519206321141,35.116841262917305,36.43519206321141,738500
2020-04-14,36.63673782348633,36.695517571462844,34.9908952703758,35.70465438663582,1659100
2020-04-15,35.175628662109375,35.444336960059516,34.47026857917635,35.444336960059516,1334900
2020-04-16,34.47026824951172,35.38555688166819,34.167970616395,34.86493495977582,1729500
2020-04-17,34.94890594482422,35.24280785223189,34.11759063693381,34.67180190994596,1600800
2020-04-20,34.100799560546875,34.96570429811188,33.88247204024024,34.83974907017125,1356000
2020-04-21,32.59770202636719,33.79009774773559,32.46334789470295,33.58856494861164,2141800
2020-04-22,33.83208084106445,34.08399442284296,32.74884891583636,33.02595609807121,1712100
2020-04-23,32.983970642089844,34.428279998788,32.86641117412702,34.20155679489316,1457900
2020-04-24,33.798500061035156,33.82369046461022,32.8412262861131,33.22749408945782,1259800
2020-04-27,34.78935623168945,34.982490094809066,34.067201576304306,34.15957064198219,1302500
2020-04-28,33.65574645996094,35.578689531282514,33.5633773860263,35.33517484930217,1575200
2020-04-29,34.99089813232422,35.368770259691324,33.3954426659222,33.49620749880133,1090900
2020-04-30,33.28627395629883,34.50386031793356,33.017565639652574,34.445080573870676,2118100
2020-05-01,33.000770568847656,33.31986289221244,32.522133685428365,32.93359509212946,1289600
2020-05-04,32.55572509765625,32.90840358020098,32.35419224816214,32.74885900999112,1078700
2020-05-05,31.909147262573242,32.82443608849835,31.808382431287384,32.639697895094095,1374600
2020-05-06,31.867158889770508,32.732063609039365,31.766394068898382,32.379385134358984,1522200
2020-05-07,31.967920303344727,32.53053050003146,31.81677148651877,32.295408338715774,1136600
2020-05-08,33.084739685058594,33.26947462483547,32.48854018797876,32.580909259494874,1095600
2020-05-11,32.14426040649414,32.908400244474095,32.110674271029524,32.883209842061724,1158000
2020-05-12,31.035837173461914,32.4885424070388,31.019042504470463,32.354188258362775,1096000
2020-05-13,29.44038200378418,31.03583711594844,29.289233186396803,31.03583711594844,1643300
2020-05-14,30.18773078918457,30.338879624770108,28.827394472170674,29.062513459412198,1651000
2020-05-15,29.49076271057129,30.657964971808976,29.381602167570968,30.296890801742087,1506000
2020-05-18,30.94346809387207,31.54806336450749,30.557200316857475,30.66636406366789,2329700
2020-05-19,30.71674919128418,31.254165805564302,30.355671802954284,31.0946180459616,1766900
2020-05-20,30.83430290222168,31.086216492593373,30.565594645391194,31.086216492593373,2214800
2020-05-21,30.94346809387207,31.15339665136986,30.607584323828952,30.716748070639365,1566900
2020-05-22,30.775527954101562,30.9014831672347,30.3808612391221,30.809114088983712,2100400
2020-05-26,31.909147262573242,32.29541511854921,30.45644173211526,31.909147262573242,3128700
2020-05-27,33.39543151855469,33.48780058588463,32.63129178417322,32.68167258216758,2682900
2020-05-28,33.07634735107422,34.26034444273756,32.925198513563494,34.134389213649285,2301700
2020-05-29,31.657230377197266,32.62289991935587,31.237373218887637,32.57251911044249,7268900
2020-06-01,32.74885177612305,32.97557498050222,31.867152561263097,32.0015066968298,1626700
2020-06-02,32.69847106933594,33.46261089299005,32.52213184924397,33.03435804373019,1425600
2020-06-03,33.56338119506836,34.1175924983171,33.13512511336136,33.193904857398664,1355100
2020-06-04,33.848880767822266,34.13438372574611,33.38703539231642,33.554978874022595,2000500
2020-06-05,35.671058654785156,35.9985466786409,34.780960454025475,34.90691886470327,2688900
2020-06-08,36.67872619628906,36.78788996802234,35.713053330026995,35.88099685501905,1723200
2020-06-09,34.85654067993164,35.58709445863795,34.62982062806387,34.95730870660174,1203800
2020-06-10,33.74811553955078,34.98249654812839,33.74811553955078,34.83134772245539,2027000
2020-06-11,31.506080627441406,32.74046166200578,31.35493179858635,32.53053308895773,1881500
2020-06-12,32.035099029541016,32.70686977024222,31.606842980105792,32.648090030634336,1491900
2020-06-15,32.40457534790039,32.6396943296358,30.985459317309576,31.262563373889755,955000
2020-06-16,32.866416931152344,33.815294979605895,32.64809262430092,33.7817056390885,2250300
2020-06-17,32.16946029663086,33.168719294351725,32.04350185345106,32.98398109855637,1931300
2020-06-18,33.420623779296875,33.4542131153344,31.925933561436405,31.925933561436405,1535900
2020-06-19,32.303810119628906,33.874074962433355,32.303810119628906,33.65575065404444,3017300
2020-06-22,32.58091354370117,32.79084211447664,32.22823508236117,32.50533913009178,1245000
2020-06-23,32.941986083984375,33.412227166350526,32.90839674883208,33.017560486449376,1168300
2020-06-24,31.716001510620117,32.68167079055124,31.54805805225013,32.68167079055124,1402200
2020-06-25,32.16946029663086,32.26182619127226,31.41371604406464,31.472495796680203,1033300
2020-06-26,31.296152114868164,31.976321846030242,31.27096171109558,31.841964483894287,842600
2020-06-29,31.531274795532227,31.741203393642635,31.329745135169706,31.606849218982223,1198900
