date,num_assets,mean_abs_corr,cov_spectral_entropy,corr_spectral_entropy,effective_rank,participation_ratio,qna_num_assets,qna_dimension,qna_entropy,qna_purity,eri,qews_eri,qews_entropy,index_close,index_log_ret,realized_vol,future_drawdown,rolling_window
2020-03-20,94.0,0.6909197783252008,1.5132696309761327,1.4662172660053776,4.541555756410431,2.1061099537112487,0.0,0.0,,,,,,6994.2900390625,-0.041206402778156855,0.05594045721249309,0.0,40
2020-03-23,94.0,0.6808732138187595,1.54897424606947,1.5056943736523003,4.706639851321545,2.162117373822301,93.0,160.0,2.1147275388005924,0.3706796020999565,0.6293203979000435,,,7006.919921875,0.0018041135406737106,0.05574829266021861,-0.001802487106077888,40
2020-03-24,94.0,0.6921634476496182,1.485504880430602,1.4681232998311213,4.417195005208706,2.0486285429738897,93.0,160.0,2.088249168022381,0.37797394390481953,0.6220260560951805,,,7553.830078125,0.07515650872690635,0.058974513011193504,-0.07407368623274457,40
2020-03-25,94.0,0.6809191651669176,1.5225495175531134,1.5094762693455646,4.58389703599324,2.1030068930138937,93.0,160.0,2.107536996569329,0.37304097781172596,0.626959022188274,,,7469.6201171875,-0.01121058635407137,0.05890744942179006,-0.0636351073639303,40
2020-03-26,94.0,0.6855034698979517,1.5144115477942153,1.4967220063913491,4.546744797471701,2.0829607054762804,93.0,160.0,2.095768002504032,0.3768309775355739,0.6231690224644262,,,7897.1298828125,0.055655244096181396,0.059711153458087175,-0.11432505950230876,40
2020-03-27,94.0,0.6843558676164383,1.520105221355502,1.5022566036641558,4.572706316186513,2.088138245787067,93.0,160.0,2.0839873998381258,0.3802470681332267,0.6197529318667734,,,7588.3701171875,-0.0398825599593543,0.06024059616952128,-0.07828823172177923,40
2020-03-30,94.0,0.6854166059217303,1.526750250516761,1.4990673536257897,4.6031932641498,2.093669645712299,93.0,160.0,2.079494015537628,0.38149497335461147,0.6185050266453885,,,7889.009765625,0.03885379446196175,0.05984652130132047,-0.11341343884007937,40
2020-03-31,94.0,0.6849792207679051,1.5142734772380781,1.5010006102320959,4.546117069225291,2.0753485575492636,93.0,160.0,2.0782049017639443,0.38299827225372873,0.6170017277462713,,,7813.5,-0.009617615119659308,0.05953037738130479,-0.10484545478178797,40
2020-04-01,94.0,0.6844101352434879,1.5125588201641347,1.5039795978212562,4.5383287165187784,2.0709086744224408,93.0,160.0,2.0741222245315227,0.38408448387461375,0.6159155161253862,,,7486.2900390625,-0.042779653942016646,0.059110911405042044,-0.06572013606643712,40
2020-04-02,94.0,0.6849875576302431,1.5096642194763774,1.5012592933568518,4.5252110614404675,2.0674729979483626,93.0,160.0,2.0704266798881,0.3853137689789441,0.6146862310210559,,,7635.66015625,0.019756046476378936,0.05919142094889076,-0.0839966818929887,40
2020-04-03,94.0,0.6840011858149483,1.5159819346182863,1.5047661322475752,4.553890554927221,2.0784842647904065,93.0,160.0,2.0807333511461166,0.3836874436862201,0.6163125563137799,,,7528.10986328125,-0.014185403275586126,0.0591734415723777,-0.070910206401541,40
2020-04-06,94.0,0.6966600020017223,1.4658422516981076,1.454813013593997,4.331189656328036,2.005481342911937,93.0,160.0,2.052022023019526,0.39144260643760787,0.6085573935623921,,,8081.66015625,0.07095332018041661,0.05952918395003534,-0.13454786469170887,40
2020-04-07,94.0,0.6934936163221577,1.4814105740744936,1.4699052807573132,4.399146628626778,2.0224849801168614,93.0,160.0,2.0616807212694015,0.3884890504994331,0.6115109495005668,,,8049.31005859375,-0.004010935559982652,0.05830016063814774,-0.13106962110434184,40
2020-04-08,94.0,0.694783351251791,1.4783517972575342,1.4666425009644366,4.385711179400339,2.016389357917638,93.0,160.0,2.0526893693464583,0.3911381158157595,0.6088618841842405,,,8229.5400390625,0.02214374404897426,0.05763284162985734,-0.1500995188232559,40
2020-04-09,94.0,0.6930317545155382,1.487151497314087,1.4735286691864529,4.424474424644648,2.0287980424290875,93.0,160.0,2.0544807974046293,0.3905038774728932,0.6094961225271067,,,8238.5302734375,0.0010918383389812729,0.05275736438905977,-0.15102696634940505,40
2020-04-13,94.0,0.690585669197607,1.4981899348760015,1.483743150294715,4.473584258586625,2.042963023579517,93.0,160.0,2.0357378473178382,0.3961912124464431,0.6038087875535569,,,8332.740234375,0.011370398653868354,0.04840115354289053,-0.1606254554523373,40
2020-04-14,94.0,0.694145298822945,1.4876654662436912,1.4724531476871245,4.426749051522442,2.027431289782962,93.0,160.0,2.047699368635941,0.3927041656804523,0.6072958343195477,,,8692.16015625,0.04222912613972623,0.037829253345745294,-0.1953335059026341,40
2020-04-15,94.0,0.6933758152611259,1.4889020069285275,1.4755640300292072,4.4322262925439855,2.02832548614441,93.0,160.0,2.049925247001146,0.3912274992159066,0.6087725007840934,,,8591.9599609375,-0.011594610216190971,0.036066131829055,-0.18594941423594258,40
2020-04-16,94.0,0.6926768039954198,1.4955406411242902,1.48091830367726,4.46174810540885,2.034793097381295,93.0,160.0,2.0760561437044553,0.3831054865242992,0.6168945134757008,,,8757.830078125,0.01912128857122549,0.034336655311228516,-0.201367236328027,40
2020-04-17,94.0,0.6917161492045744,1.5003395311795014,1.4835565755128886,4.4832110018712585,2.0421785289534817,93.0,160.0,2.095737503779416,0.3777062939170669,0.6222937060829331,,,8832.41015625,0.008479761962230893,0.03431139797846822,-0.2066808721607255,40
2020-04-20,94.0,0.690139483955443,1.5032823586651292,1.4904700841069252,4.4964237503156195,2.043869648478347,93.0,160.0,2.096416650225264,0.3772038581566003,0.6227961418433997,,,8726.509765625,-0.012062436090166967,0.03261683394983869,-0.14403119714465595,40
2020-04-21,94.0,0.6916942161482805,1.5037301599598218,1.486383113455103,4.498437705584732,2.043419932593385,93.0,160.0,2.102925411397129,0.3750433484043869,0.6249566515956131,,,8403.0,-0.03777670721299647,0.03436231281385195,-0.11107698236492924,40
2020-04-22,94.0,0.6931993709425763,1.4917992577552468,1.4779463997366529,4.445086184004288,2.0296801252082677,93.0,160.0,2.0884457246184223,0.37942332710723375,0.6205766728927662,,,8664.6396484375,0.030661550332777173,0.031149616457335803,-0.13599522394303987,40
2020-04-23,94.0,0.6924138029131977,1.4962569647522304,1.4812164051584293,4.464945305977114,2.0359281008100294,93.0,160.0,2.096940585754964,0.37697602028450616,0.6230239797154938,,,8641.5,-0.0026741564204478016,0.0309468030576739,-0.13368164797054904,40
2020-04-24,94.0,0.6911236085094057,1.4987053793061509,1.4841898395818751,4.475890737055191,2.0429679361064297,93.0,160.0,2.111305388461313,0.37250322262849883,0.6274967773715012,,,8786.599609375,0.016651610368687557,0.028899555108536402,-0.1479878028042969,40
2020-04-27,94.0,0.6922423757450572,1.4935915366006554,1.4787320331325027,4.453060161599033,2.0367400463271115,93.0,160.0,2.13032097536176,0.3666584147950143,0.6333415852049857,,,8837.66015625,0.005794364179334653,0.02687165980259462,-0.15291039633740722,40
2020-04-28,94.0,0.6877150424068723,1.5081915547835085,1.4910939072187606,4.518551847480655,2.0615319840283375,93.0,160.0,2.151914879597362,0.3606095746845851,0.6393904253154149,,,8677.599609375,-0.01827720567788952,0.02640931267587846,-0.1372856116829183,40
2020-04-29,94.0,0.6834214330008036,1.5201063314737153,1.5100042176889923,4.572711392433896,2.076768117817277,93.0,160.0,2.1704480802219885,0.3563033976107223,0.6436966023892776,,,8982.759765625,0.034562210937609576,0.02698451686970454,-0.161937972326764,40
2020-04-30,94.0,0.6779249482770591,1.5409339101926869,1.5340673632750261,4.668948614220719,2.1035215753504386,93.0,160.0,2.202704529231031,0.3470893288320829,0.6529106711679171,,,9000.509765625,0.001974057691047341,0.024370671708246847,-0.16359072326849544,40
2020-05-01,94.0,0.6776128934568671,1.5400567912773946,1.5364154900646425,4.664855186550513,2.101840698285456,93.0,160.0,2.2039096642306357,0.3467298386633573,0.6532701613366427,,,8718.1796875,-0.031870751661410957,0.025882168718168723,-0.07672124834330563,40
2020-05-04,94.0,0.6772846076988489,1.541913057167431,1.538669512842156,4.673522439989981,2.1023359110939808,93.0,160.0,2.194070825418704,0.34852599274932305,0.651474007250677,,,8834.1103515625,0.013209940087473705,0.025443836728616484,-0.08883750165402238,40
2020-05-05,94.0,0.6645197065693467,1.5549711724028483,1.5791481814457347,4.734950025960079,2.107633808688154,93.0,160.0,2.2193354805614893,0.3429108854946419,0.6570891145053581,,,8930.6201171875,0.010865429708437948,0.020729851858153535,-0.07850295600142376,40
2020-05-06,94.0,0.6587449748655864,1.5812388552344439,1.6013704331478251,4.860974125797703,2.146094311007202,93.0,160.0,2.2275397536681307,0.3411386754159651,0.6588613245840349,,,8984.8603515625,0.0060551432259870735,0.020621617033041086,-0.08306529527698336,40
2020-05-07,94.0,0.6481687747784988,1.6131764019786423,1.6384398942592588,5.018727432065511,2.196442574604439,93.0,160.0,2.2375704154632117,0.3378045521706109,0.6621954478293891,,,9101.8798828125,0.012939994999143929,0.020331247358722635,-0.08450338373393629,40
2020-05-08,94.0,0.613856216544299,1.7076852628864287,1.746988904375894,5.516178185979791,2.3631539101630517,93.0,160.0,2.3180255345734775,0.3154211683241554,0.6845788316758445,,,9220.349609375,0.012931982720089951,0.020382625367608882,-0.08864627091189048,40
2020-05-11,94.0,0.5987975898345557,1.7335875979055644,1.7914042326093265,5.66092665005495,2.417010979381325,93.0,160.0,2.344624402708834,0.30850069269937114,0.6914993073006288,,,9298.919921875,0.008485300545019517,0.020350040342364636,-0.09634666492475286,40
2020-05-12,94.0,0.5158550554429202,1.9924410054001875,2.0504290147964275,7.333412832304108,3.062370594725629,93.0,160.0,2.430419070760616,0.2868777108980618,0.7131222891019382,,,9112.4501953125,-0.02025662419707972,0.019174644013496344,-0.0778550422890043,40
2020-05-13,94.0,0.5165548263255678,1.961877436463747,2.0516685788321185,7.112668120229777,2.9116662515074907,93.0,160.0,2.444229883268545,0.283717219256099,0.716282780743901,,,9000.080078125,-0.012408156918780345,0.019206644061802176,-0.06634164062342329,40
2020-05-14,94.0,0.5033804979267623,2.0595734239564916,2.0963668840545937,7.842623621312051,3.189293349623685,93.0,160.0,2.489919542209977,0.27242563543213827,0.7275743645678617,,,9094.419921875,0.010427555177182904,0.018902358784701662,-0.07602683049766734,40
2020-05-15,94.0,0.5193876905275772,2.0100856948676573,2.0552425032668067,7.463956942716187,3.0036371342025183,93.0,160.0,2.5040819154390355,0.2689046343585996,0.7310953656414003,,,9152.6396484375,0.006381293808066065,0.018869625381248815,-0.08190420220088912,40
2020-05-18,94.0,0.5174578387856632,2.0005670757821123,2.0655773361662253,7.393247441989276,2.976239020561985,93.0,160.0,2.552956815706213,0.2557336070042942,0.7442663929957058,,,9331.9296875,0.019399495720960707,0.018966019644680594,-0.0739857361360986,40
2020-05-19,94.0,0.5312281062271331,1.9554624594663335,2.0272907146794976,7.067186555415385,2.8354393127288717,93.0,160.0,2.567709355334859,0.2520652103101482,0.7479347896898518,,,9298.5400390625,-0.0035844167835652027,0.016435602553894188,-0.07066055921707304,40
2020-05-20,94.0,0.49527735599478623,2.122408781265454,2.1479797234233335,8.351229564582262,3.351748309247249,93.0,160.0,2.6409916393626074,0.23422259612649202,0.765777403873508,,,9485.01953125,0.019856259768509806,0.015711507594487688,-0.08512580487734567,40
2020-05-21,94.0,0.5098208874661502,2.0867619398112307,2.1155223385701976,8.058778061974563,3.1992123293021475,93.0,160.0,2.655580652203089,0.23028170784433932,0.7697182921556607,,,9377.990234375,-0.011348183223822418,0.016036987334162846,-0.0746845120858326,40
2020-05-22,94.0,0.4954775851127684,2.125209265355432,2.1611308390015775,8.374649828841822,3.3268282827184446,93.0,160.0,2.6776499945163437,0.2249539307599412,0.7750460692400588,,,9413.990234375,0.003831426293714747,0.015762306010658114,-0.07822300710607111,40
2020-05-26,94.0,0.47385077942285936,2.177106209548248,2.200810230064614,8.820743906020514,3.5950634281184697,93.0,160.0,2.6817380941574562,0.22315594240448564,0.7768440575955143,,,9389.98046875,-0.0025536924144436606,0.015807382551820133,-0.0715444279661458,40
2020-05-27,94.0,0.4692739960140714,2.180759448340715,2.2149804351406255,8.85302712308214,3.6059094984961084,93.0,160.0,2.6967000180895098,0.21977045754161906,0.7802295424583809,,,9442.0498046875,0.00552988370024274,0.014993782767437704,-0.0766645095250541,40
2020-05-28,94.0,0.4679863372285182,2.1764572629293393,2.2139606587556386,8.815021571032236,3.607356210457193,93.0,160.0,2.7247176269084794,0.21185793602262307,0.788142063977377,,,9416.7099609375,-0.0026873303774737267,0.013237201958749611,-0.07417986497780549,40
2020-05-29,94.0,0.44352160234402616,2.2876548497102105,2.286588783460958,9.85180660173857,4.140996135343793,93.0,160.0,2.7460029494927656,0.20697942331940425,0.7930205766805958,,,9555.5302734375,0.014634306575283269,0.013517570313748015,-0.07549763343646199,40
2020-06-01,94.0,0.4457527600023131,2.2781461777258456,2.280101452247849,9.758572970790816,4.076848697447715,93.0,160.0,2.7060345883574586,0.216382436250321,0.783617563749679,,,9598.8896484375,0.00452735705263977,0.010742141190392223,-0.06961946180502032,40
2020-06-02,94.0,0.4426568691771171,2.289786769167662,2.2918733105793887,9.872832264469995,4.1280577576061335,93.0,160.0,2.714760734301733,0.2138883836284999,0.7861116163715001,,,9657.3095703125,0.006067666879262081,0.0105655270639845,-0.06963111349533346,40
2020-06-03,94.0,0.37838062558258956,2.4862719155189006,2.48383926946907,12.016394377565213,5.397713856815553,93.0,160.0,2.8196133504977863,0.18960204439631445,0.8103979556036855,,,9704.6904296875,0.004894221046656776,0.010458666138989804,-0.0726051342562185,40
2020-06-04,94.0,0.3819761771924021,2.474288715926437,2.470759848617609,11.873258848977152,5.355152365124259,93.0,160.0,2.8491108299885686,0.18276461523141044,0.8172353847685896,,,9629.66015625,-0.007761383011005154,0.010778066218573742,-0.06537926239446568,40
2020-06-05,94.0,0.3762805821495109,2.4868194459066357,2.480937994758836,12.022975520161305,5.488612899716102,93.0,160.0,2.8642592993036935,0.17855262319960802,0.821447376800392,,,9824.3896484375,0.02002009845092808,0.011213131287598972,-0.08390440524145948,40
2020-06-08,94.0,0.3781585966901283,2.481932307733328,2.4782394242158587,11.964360923020706,5.473878819218605,93.0,160.0,2.8820331891193627,0.17382479039014617,0.8261752096098538,,,9901.51953125,0.00782019983829864,0.01105158286209549,-0.09104051658737666,40
2020-06-09,94.0,0.3823158099629004,2.4650825158779384,2.46798892138182,11.764452866086863,5.36345503975771,93.0,160.0,2.9040075673279047,0.16829628682601322,0.8317037131739868,,,9967.169921875,0.006608450919856404,0.011015502614758567,-0.09702752650253532,40
2020-06-10,94.0,0.36121170120854124,2.4983072323333197,2.53148379255613,12.161889273221805,5.5957177120801855,93.0,160.0,2.9526466136416345,0.1585335030087414,0.8414664969912586,,,10094.259765625,0.012670237956294387,0.009659935175918405,-0.09905033820853859,40
2020-06-11,94.0,0.40490465653239593,2.3762599076725466,2.399484756508473,10.764567006565448,4.719140557850068,93.0,160.0,2.9145369559384533,0.1658701537229855,0.8341298462770145,,,9588.48046875,-0.051404495459607256,0.015533372978363547,-0.045454628784295625,40
2020-06-12,94.0,0.40544969167327866,2.3691799587472375,2.4014569969821635,10.688623576983277,4.648650705172784,93.0,160.0,2.9333465184932512,0.16162172423764776,0.8383782757623522,,,9663.7802734375,0.007822477543699973,0.015480111953403406,-0.03779475774908947,40
2020-06-15,94.0,0.4079631224937879,2.3597794679954602,2.3932549530343032,10.58861606620316,4.621533536623603,93.0,160.0,2.9554008702431935,0.15639834755018156,0.8436016524498184,,,9776.8896484375,0.011636497279003953,0.015584131815307392,-0.04892656320933808,40
2020-06-16,94.0,0.4085581101554665,2.3663456239847904,2.3998661990494146,10.658371332363103,4.651019865463652,93.0,160.0,2.9816040216645936,0.15058752546492218,0.8494124745350778,1.8066298723928775,1.8524512522804817,9949.3701171875,0.017487842754627572,0.015485736261070393,-0.05742874936629838,40
2020-06-17,94.0,0.37954035446968476,2.4329717169355924,2.4860549649899535,11.39268766768834,5.0444919732950355,93.0,160.0,3.0302766012290343,0.14021247696382091,0.8597875230361791,1.837737232854223,1.9032774231345484,9982.48046875,0.003322359042973298,0.015403190779557064,-0.0605551131572305,40
2020-06-18,94.0,0.3667103807044267,2.46910167609581,2.5228246669411707,11.811831233879001,5.3010614163719625,93.0,160.0,3.0547139456641967,0.13524074836746428,0.8647592516325358,1.8080567713028808,1.8816543242190713,10012.0498046875,0.0029577446521412455,0.014917390961048363,-0.06213206566813678,40
2020-06-19,94.0,0.36662699825837697,2.469708976232279,2.522193220860364,11.81900673922143,5.290455194059013,93.0,160.0,2.9802665341251635,0.14929984976444036,0.8507001502355597,1.5832302417317299,1.5972575191266898,10008.6396484375,-0.0003406632215102785,0.01457068994456511,-0.061812514129638174,40
2020-06-22,94.0,0.36303242058421503,2.47125258144678,2.525863435503909,11.837264707576598,5.335989788422554,93.0,160.0,2.955707400100026,0.15265353582531344,0.8473464641746866,1.4870533983174907,1.469124633526719,10130.330078125,0.012085217112412743,0.014704176240668873,-0.07044391561618124,40
2020-06-23,94.0,0.3627692467734799,2.471302457673996,2.5250246193509853,11.837855120404432,5.360406420034375,93.0,160.0,2.963047917467295,0.15005190171736893,0.8499480982826311,1.4589414713724822,1.4348764973825567,10209.8203125,0.007816130906815946,0.014656035052173524,-0.07768112731538335,40
2020-06-24,94.0,0.3794982270942886,2.4240475592105324,2.4822201189473514,11.29146983971334,4.960090333099343,93.0,160.0,2.960968775560395,0.14997649779268177,0.8500235022073183,1.406934337270714,1.3779236668244674,10002.7001953125,-0.020494956777641012,0.01565185812384864,-0.0447049209856909,40
2020-06-25,94.0,0.3810370032745663,2.4555523584244665,2.4804726140746816,11.652868331554787,5.229384143347327,93.0,160.0,2.977425811525908,0.1459298016648551,0.8540701983351449,1.3985899404742947,1.373235357719773,10101.830078125,0.009861527210604949,0.015668275995395477,-0.05081748607973846,40
2020-06-26,94.0,0.3884382415497448,2.456450125397568,2.4696031789346926,11.663334589312061,5.23289087631746,93.0,160.0,2.9667648208700355,0.14696263138180943,0.8530373686181906,1.339589375198668,1.2977901115602442,9849.3603515625,-0.025310089139479113,0.016688469640675135,-0.02648698732716326,40
2020-06-29,94.0,0.37649451784929794,2.494863282369533,2.5017371905499495,12.120076377188434,5.589797695717784,93.0,160.0,2.9764139869766226,0.14332808385044044,0.8566719161495595,1.3312336120129724,1.2797874201295651,9961.16015625,0.011287032216553503,0.016820629851837847,-0.037413281350181626,40
2020-06-30,94.0,0.3812366121826758,2.476899677355706,2.486960990857071,11.904299975829774,5.437221871407847,93.0,160.0,2.9970719760263655,0.13614075782652404,0.863859242173476,1.359178257517675,1.2915235510295664,10156.849609375,0.01945476988458551,0.017257881387699372,-0.05595919625514412,40
2020-07-01,94.0,0.3761781800215449,2.4885668403487693,2.504456739735371,12.044002766859789,5.4903495997303615,93.0,160.0,3.0135585703307988,0.13291876893445836,0.8670812310655416,1.3473499214519453,1.293022243789761,10279.25,0.011978983918221612,0.01738141347405583,-0.06720038244521731,40
2020-07-02,94.0,0.38333098710101293,2.465316202970417,2.4850900609193296,11.767202388123133,5.342308884181544,93.0,160.0,3.007183711589797,0.13412506874110597,0.865874931258894,1.2916454553683578,1.2346410028349197,10341.8896484375,0.0060753035157938284,0.017210261436992107,-0.07285024355305592,40
2020-07-06,94.0,0.39048680340718295,2.4449806471568336,2.462907000804946,11.53032645208011,5.19389087614433,93.0,160.0,2.999248695186077,0.13582616160182795,0.8641738383981721,1.234240540080274,1.1751688997958154,10604.0595703125,0.02503430244904366,0.01749668394814047,-0.09577267034652948,40
2020-07-07,94.0,0.38930590730108977,2.432748388716902,2.458857182646094,11.390143643132227,5.107536381006635,93.0,160.0,2.99809466727543,0.13539545348771043,0.8646045465122896,1.2013093317415282,1.1362455234057303,10524.009765625,-0.00757761501576971,0.017649431926505244,-0.08889475757907006,40
2020-07-08,94.0,0.39092838682613995,2.4308307078494398,2.454765198742104,11.36832191283494,5.088979059587042,93.0,160.0,2.9903015678827254,0.13660491186124893,0.8633950881387511,1.1542462407091834,1.081823004710901,10666.7001953125,0.013467466321086384,0.017788338991955158,-0.10108278163066076,40
2020-07-09,94.0,0.377121183095774,2.4350847208232387,2.4919445458820038,11.41678591189663,5.135752451423842,93.0,160.0,2.999633627765875,0.13413044694916432,0.8658695530508357,1.1474517205868713,1.0758338892790635,10754.58984375,0.008205868223322798,0.01769353397191495,-0.10142735205717035,40
2020-07-10,94.0,0.36484465070486266,2.4804876814462995,2.5275742752102652,11.947089371196434,5.50767526487969,93.0,160.0,2.9760353556414114,0.140884657316004,0.859115342683996,1.043515758985832,0.9793686476581805,10836.330078125,0.007571759350213452,0.012172994293733792,-0.09776745651428276,40
2020-07-13,94.0,0.37901045288201135,2.4355765191489023,2.469391587225285,11.422402048982772,5.351778691261438,93.0,160.0,2.9350712091567126,0.14901706740507661,0.8509829325949234,0.9251129434824756,0.8339112075357157,10602.2099609375,-0.021841918742211648,0.013669507910179363,-0.07100874366276266,40
2020-07-14,94.0,0.3847557070321697,2.428300878010171,2.4559241792650446,11.339598341031287,5.275793464458181,93.0,160.0,2.914695605702467,0.154238099574175,0.845761900425825,0.839262918503906,0.747795274692145,10689.51953125,0.00820131213156682,0.01359828427442981,-0.07859653347667861,40
2020-07-15,94.0,0.3746291796652062,2.4893468075105196,2.5014090849172943,12.053400357943774,5.7234984755879506,93.0,160.0,2.9200524528181115,0.15292413848798506,0.847075861512015,0.828003221270018,0.7379714126439898,10701.6796875,0.0011369308878395284,0.013261287435353732,-0.07964351025503447,40
2020-07-16,94.0,0.37750580510749815,2.4759890891616756,2.490281705670001,11.893464994665221,5.649684957777772,93.0,160.0,2.901141576854216,0.1568907732876703,0.8431092267123297,0.7561023723807203,0.6548857594566753,10626.4599609375,-0.007053595828865331,0.01347578163344154,-0.0731287382845831,40
2020-07-17,94.0,0.3724641445921458,2.4954747386879546,2.5013723660399703,12.127489540650867,5.82701262751909,93.0,160.0,2.8958911847416386,0.15804933475832075,0.8419506652416793,0.7178459027888029,0.6135620521202184,10645.2197265625,0.0017638259661855841,0.013479209179703251,-0.07476213694435363,40
2020-07-20,94.0,0.3684731072189817,2.480549099599176,2.4968458080141267,11.947823161891666,5.820017647397062,93.0,160.0,2.887114074723862,0.15954830732321695,0.8404516926767831,0.6753558216265179,0.5602867146460551,10952.080078125,0.028418460269442006,0.014585276414512734,-0.10068587142318319,40
2020-07-21,94.0,0.36715005034697046,2.4774453670306675,2.4975282413626565,11.910797802151352,5.8082113508395405,93.0,160.0,2.8851772846391373,0.1603747137615189,0.8396252862384811,0.6409278022291091,0.5286446841972466,10833.0703125,-0.010925878168024343,0.014860771179096557,-0.09080620106401627,40
2020-07-22,94.0,0.3724564193317912,2.494205690983046,2.5064780488515037,12.112108939305601,5.789867720587637,93.0,160.0,2.8902270091138837,0.16016268303667902,0.839837316963321,0.6198220449688487,0.5208000549857752,10870.75,0.0034721744663361513,0.014823813037775297,-0.09395760627716576,40
2020-07-23,94.0,0.37879798663852454,2.4727234423978017,2.4882412849801643,11.854688488840358,5.609601313907718,93.0,160.0,2.886241210644262,0.16099175867925633,0.8390082413207437,0.5844297046543953,0.48089246609149017,10580.58984375,-0.027054520289862518,0.015434174222780341,-0.0691104657666548,40
2020-07-24,94.0,0.38095105288511355,2.4809950555610003,2.483011288031222,11.953152553110105,5.67657904654059,93.0,160.0,2.8947938575867362,0.15993662334444356,0.8400633766555564,0.5754506743237999,0.4870210706294726,10483.1298828125,-0.009253888458057677,0.015565717316198028,-0.049791401270176894,40
2020-07-27,94.0,0.38339908399458694,2.4662296193093938,2.4748249484151046,11.777955653404947,5.490046528187238,93.0,160.0,2.9151413226041365,0.15570874705177967,0.8442912529482203,0.6143049228663425,0.5408736167067733,10674.3798828125,0.018079179579211242,0.014572692626881318,-0.04848340410582619,40
2020-07-28,94.0,0.39137210197803424,2.4227776277816124,2.443422247796801,11.277139548454716,5.18430859029422,93.0,160.0,2.920031567797409,0.15507286640097767,0.8449271335990223,0.6015949092699229,0.5366114502455932,10532.5,-0.013380751953284822,0.014964086875732386,-0.02404462378352723,40
2020-07-29,94.0,0.38958053312385915,2.4290678690265963,2.4457594466526174,11.348299047343986,5.228388353851218,93.0,160.0,2.934029902788604,0.15295466851726683,0.8470453314827332,0.61521665529919,0.5740467935211215,10662.98046875,0.01231225847900148,0.014626835869594122,-0.03011267077282198,40
2020-07-30,94.0,0.3895436914485449,2.4442445977593694,2.4579477770793594,11.521842684861387,5.265125360833675,93.0,160.0,2.9430654657239774,0.15111550004370103,0.848884499956299,0.6275718468162383,0.5943706474529232,10715.509765625,0.004914229397188653,0.014468579276967743,-0.02168631151435907,40
